school,code,name,description,skills
NTU,CZ2002,Object Oriented Design and Programming,"The object-oriented paradigm to the design of software is one major successful approach to address
complexity and maintainability issues in software systems. We want students to establish an object-
oriented mindset and to gain valuable insights into how software can be developed using the object-
oriented approach.  This course should not be interpreted to be a pure programming language course. 
Rather, the programming language serves to illustrate, via practical examples, the concepts learnt in
the course.
As a student of this course, you will learn essential object-oriented concepts such as encapsulation,
the separation of design from implementation; the use of inheritance and polymorphism. You will
discover how to describe these concepts using appropriate UML diagrams. Finally, you will also learn
good design principles for reuse, and to realise these principles using object-oriented programming
languages such as Java and/or C++. 1.Explain the concepts of object-oriented methodology and demonstrate it in developing
software programs.
2.Design simple software programmes using good design principles with consideration for reuse
and maintainability, to solve problems.
3. Implement a given design in Java and/or C++.
Page 2 of 3 01 April 2022 Overview of Topics
1 Introduction to Object Orientated Programming
Procedural vs OO programming; Object and Class; Four basic elements and four features of
OO programming.
2 Class and Object
Attributes; Class Definition; Message Sending; Copying Objects; The Keyword 'this‚Äô;
Accessors and Mutators; The Keyword 'static'; Static vs. Instance methods; Object
Composition.
3 Inheritance in Java
Generalisation and Specialisation; Method Overloading & Overriding; Liskov Substitution
Principle; Visibility Modifiers; Final Classes and Methods; Abstract Classes and Methods;
Multiple Inheritance and Interfaces.
4 Exception Handling & Persistent Objects (E-Learning)
Error Handling; Java‚Äôs Exception Handling; Java‚Äôs Exception Hierarchy; Exception Classes;
Object serialisation; Saving objects, e.g. to file, to RDBMS.
5 Polymorphism in Java
Polymorphism; Binding; Object Typecasting; Benefits of Polymorphism; Three ways of Method
Overriding.
6 Object Relationships
Aggregation. Composition. Associations.  Delegation. Cardinality.
7 Object Collaboration
Messages.  Object Interactions. Sequence Flow. UML Sequence Diagram.
8 Modelling OO Application
Identifying Class and Objects, Defining Classing, Use of Class and Sequence
9 Designing for Reuse
Designing for Reuse
Good design principles e.g.  Single Responsibility Principle (SRP).  Don‚Äôt Repeat Yourself
(DRY) Principle, Open-Closed Principle (OCP).   Interfaces and abstract classes. Design by
contract. Inheritance versus Delegation.  Loose coupling.  Design pattern e.g. Singleton,
Fa√ßade.
10 C++ Programming Language
Types and declarations. Pointers and arrays. Expressions and statements.
Functions/Methods. Standard libraries. Transforming class specification into code.
Page 3 of 3 01 April 2022","['object', 'oriented', 'object', 'oriented', 'object', 'oriented', 'concept', 'encapsulation', 'inheritance', 'polymorphism', 'uml', 'diagram', 'object', 'oriented', 'programming', 'language', 'java', 'c', 'object', 'oriented', 'methodology', 'java', 'c', 'object', 'orientated', 'programming', 'procedural', 'v', 'oo', 'programming', 'object', 'class', 'programming', 'object', 'attribute', 'class', 'definition', 'message', 'sending', 'copying', 'object', 'static', 'v', 'instance', 'method', 'object', 'composition', 'java', 'generalisation', 'specialisation', 'method', 'overloading', 'overriding', 'substitution', 'principle', 'visibility', 'modifier', 'final', 'class', 'method', 'abstract', 'class', 'method', 'multiple', 'inheritance', 'interface', 'exception', 'handling', 'persistent', 'object', 'error', 'handling', 'java', 'exception', 'handling', 'java', 'exception', 'hierarchy', 'exception', 'class', 'object', 'java', 'polymorphism', 'binding', 'object', 'way', 'method', 'composition', 'association', 'object', 'collaboration', 'message', 'object', 'interaction', 'sequence', 'flow', 'uml', 'defining', 'repeat', 'open', 'closed', 'principle', 'design', 'pattern', 'singleton', 'c', 'expression', 'statement', 'function', 'method']"
NTU,CC0003,Ethics & Moral Reasoning in a Multi-Cultural World,"This course aims to equip students with the necessary philosophical foundations to understand theories of ethics and subsequently apply those theories to real-life scenarios and issues. It also aims to enable students to understand and critically assess the civic institutions that structure their local and global communities. To these ends, the course will examine the nature of ethics, its understanding across different cultures, and how it is manifested in concepts, social structures, and governance institutions. Topics to be explored include human rights, democracy, freedom of speech and inequality. The rights and duties of citizenship shall be a unifying theme. Students will think through assumptions they hold on all of these matters. They will be provided with the tools to understand various and even contradictory perspectives on these important issues. There will be a substantial amount of time devoted toward understanding Singapore’s own institutions and ideologies, which are of course products specific to the country’s own unique historical and geo-political circumstances. We expect that students will have a better appreciation of the country’s institutions after reading the module. 1. Identify the morally relevant features of situations, decisions, and policies; 2. Explain your moral responsibilities to actively participate in activities that strengthen your local and global communities; 3. Critically assess the civic structures and institutions of your communities and your role in them; 4. Make well-informed arguments on some major contemporary issues. 5. Apply ethics and civics concepts to the Singapore context. 1. Introduction – What is Ethics, Civics, Multiculturalism and how is this relevant to you? 2. Reasoning for ethics and civics + Logic Quiz 3. Human Rights Part 1: Human Trafficking 4. Human Rights Part 2: Disability 5. Reproduction Ethics: Abortion 6. Ethics of Death and Dying: Euthanasia and Assisted Suicide 7. Equality & Meritocracy 8. Multicultralism 9. Political Systems: Types, Features, and Moral Justifications 10. Free Speech: Meanings, Limitations, and Implications","['local', 'global', 'community', 'governance', 'institution', 'situation', 'decision', 'local', 'global', 'community', 'disability', 'reproduction', 'death', 'assisted', 'equality', 'political', 'system', 'feature', 'moral', 'justification', 'limitation', 'implication']"
NTU,CC0005,Healthy Living & Mental Well-being in an Aging Society,"This course aims to provide multi-disciplinary competence in a cross-disciplinary, collaborative learning environment, with student interaction and collaboration across schools as a key learning foundation. As the title connotes, the main objective of this compulsory undergraduate course is to examine what constitutes living a good, healthy, and flourishing life. It provides students with the building blocks to thrive – physically and mentally – in their everyday lives. Students will gain knowledge and skills to develop a physically healthy lifestyle, enhance their awareness of prevalent mental health issues, and be equipped with resources and tools to cope with common situational challenges. By the end of the course, students should also have a deeper appreciation of how physical and mental health are intricately linked. By the end of this course, you should be able to: 1. Describe what healthy living and wellbeing means to you as an undergraduate student. 2. Identify common health and mental issues (including knowing the sources of help) in Singapore and how this knowledge would benefit you and the people around you. 3. Demonstrate coping strategies for developing resilience and self-care, playing an active role in living a healthy and meaningful life. 4. Explain and distinguish between healthy and toxic relationships and apply mitigating skills to resolve relational conflicts. 5. Recognize the importance of self-determination, values-based actions, wisdom, and creativity in the pursuit of personal growth and self-actualization. 6. Explain health and mental health care issues at a global level, in relation to understanding national policies and other related matters. 7. Collaborate effectively on health and wellbeing issues in cross-disciplinary teams. 1. The body-mind-spirit connection for healthy living and wellbeing 2. Health and Nutrition 3. Health and Fitness 4. Health and Disease 5. Health and Maturation 6. Health and Wholeness in Building Resilience 7. Understanding Stress and Fostering Self-care 8. Building Mental Health Awareness and Resources 9. Nurturing Healthy Relationships and Social Wellness 10. Aspiring Personal Growth and Self-actualization 11. Cultivating Wisdom and Creativity for a Flourishing Life","['develop', 'physically', 'healthy', 'lifestyle', 'physical', 'mental', 'health', 'intricately', 'linked', 'healthy', 'living', 'self', 'care', 'playing', 'active', 'role', 'living', 'resolve', 'relational', 'conflict', 'self', 'determination', 'value', 'based', 'action', 'creativity', 'self', 'nutrition', 'health', 'fitness', 'resilience', 'building', 'mental', 'health', 'awareness', 'healthy', 'social', 'self', 'creativity', 'flourishing', 'life']"
NTU,CZ2001,Algorithm Design and Analysis,"This core engineering course aims to develop your knowledge, understanding and skills about algorithms, including: (1) methods and techniques to design and implement algorithms; (2) methods and techniques to analyse the correctness and resource requirements (mainly the time and space complexities) of algorithms. Because algorithms are essential to both Computer Engineering (CE) and Computer Science (CS), this course has vital importance for learning other courses in CE or CS, and shall prepare you for future careers in the science and technology of computing. 1. Conduct complexity analysis of basic algorithms.
2. Design and analyse algorithms using the suitable strategies (e.g. incremental, divide and
conquer, data‐structure, and greedy approaches) to solve a problem.
3. Compare the efficiencies of different algorithms for the same problem (e.g. searching, sorting
or graph traversal).
4. Describe various heuristic problem‐solving methods.
5. Implement algorithms from pseudo code into real code. Introduction to algorithms What is an algorithm? Algorithm design and analysis. Examples of different design: Power function, Sine Function, Maclaurin Series vs CODIC. Mathematical Foundation: Set, Functions, Floor and Ceiling, Power and Logarithm, Summations and Series, Limits, Proof Method. 2 1 0 2 Analysis of Algorithms Time and space complexities of algorithms. Analyzing basic program constructs. Best case, worst case and average case time complexity analysis. Deducing recurrence relations for time complexity of recursive algorithms. Solving elementary recurrence relations. Asymptotic time complexity analysis. Big-Oh, bigOmega, and big-Theta notations. Common Complexity Classes. Basic techniques for proving asymptotic bounds. Space Complexity. Faster computer or faster algorithms. 5 2 2 3 Searching Iterative and recursive sequential search algorithms. Binary search, its invariance, and complexity. Open and closed address hashing using linear probing and double hashing collision resolution techniques. All algorithms covered are accompanied by asymptotic complexity analysis. 2 1 2 4 Sorting Insertion-sort, Heap-sort, Quick-sort, Merge-sort, which contrast three approaches: Incremental, Data Structures and Divide-and-Conquer. All algorithms covered are accompanied by asymptotic complexity analysis. 6 3 2 5 Graphs Basic graph representation methods, adjacency lists, and adjacency matrix, Systematic graph traversals with breadth-first search (BFS) and depth-first search (DFS) algorithms. A generic backtracking algorithm and its complexity. Maze-Search. Introduction to Greedy algorithms; Dijkstra’s Single-source Shortest Paths algorithm, Correctness proof and complexity of Dijkstra’s algorithm. Minimum Spanning trees and their properties. Greedy algorithm for finding Minimum Spanning Trees (MSTs) using Prim’s algorithm. 6 3 2 6 Basic Computability and Complexity Theory Tractable and intractable problems. Un-computable functions. The Halting Problem. Non-determinism as a computational model. The Classes NP and P. Brute-force and heuristic algorithms Nearest-link-first and shortest-link-first for Travelling Sales Person (TSP) problem.","['design', 'implement', 'algorithm', 'analyse', 'correctness', 'resource', 'requirement', 'mainly', 'time', 'space', 'complexity', 'algorithm', 'computer', 'engineering', 'ce', 'computer', 'science', 'c', 'ce', 'c', 'complexity', 'analysis', 'divide', 'data', 'structure', 'problem', 'searching', 'graph', 'traversal', 'algorithm', 'design', 'analysis', 'power', 'function', 'sine', 'function', 'function', 'floor', 'ceiling', 'power', 'logarithm', 'summation', 'series', 'limit', 'proof', 'method', 'analysis', 'algorithm', 'program', 'construct', 'worst', 'case', 'complexity', 'analysis', 'relation', 'time', 'complexity', 'recursive', 'algorithm', 'recurrence', 'relation', 'complexity', 'analysis', 'big', 'oh', 'big', 'theta', 'notation', 'complexity', 'class', 'proving', 'asymptotic', 'bound', 'searching', 'complexity', 'closed', 'address', 'hashing', 'linear', 'probing', 'double', 'hashing', 'collision', 'resolution', 'complexity', 'analysis', 'insertion', 'sort', 'heap', 'sort', 'quick', 'sort', 'merge', 'sort', 'contrast', 'three', 'approach', 'data', 'structure', 'divide', 'conquer', 'algorithm', 'complexity', 'analysis', 'graph', 'representation', 'method', 'adjacency', 'list', 'adjacency', 'matrix', 'systematic', 'graph', 'traversal', 'greedy', 'algorithm', 'correctness', 'proof', 'complexity', 'minimum', 'spanning', 'tree', 'prim', 'algorithm', 'computability', 'complexity', 'theory', 'tractable', 'halting', 'problem', 'np', 'p', 'brute', 'force', 'heuristic', 'algorithm', 'nearest', 'link', 'first', 'shortest', 'link', 'first', 'travelling', 'sale', 'person']"
NTU,CZ2006,Software Engineering,"Understand the roles and purposes of various activities in software engineering process. a. Participate in all stages of the Software Development Life Cycle for a medium-size software project to deliver the required work products. 
b. Elicit and specify requirements clearly and correctly. 
c. Use good design concepts and considerations. 
d. Design and carry out test activities to verify that requirements have been met. 
e. Perform simple project management of a medium-size software project. Introduction to Software Engineering; Software Engineering Process; Introduction to Requirements; Introduction to Software Specifications; Software Design and Construction; Testing and Integration; Software Maintenance; Software Project Management; Software Quality; Dependability and Security","['software', 'engineering', 'software', 'size', 'software', 'project', 'b', 'elicit', 'specify', 'requirement', 'design', 'carry', 'test', 'activity', 'size', 'software', 'project', 'software', 'engineering', 'software', 'engineering', 'process', 'software', 'specification', 'software', 'design', 'construction', 'testing', 'integration', 'software', 'maintenance', 'project', 'management', 'software', 'quality', 'dependability', 'security']"
NTU,MH2500,Probability and Introduction to Statistics,"This is a core mathematical course, aiming to develop your understanding of fundamental concepts in probability and statistics such as random variables, independence, basic probability distributions, and confidence intervals. The course also prepares you for further statistics courses such as MH3500 in the Statistics Track. Calculate probabilities of events concerning discrete distributions by counting
Calculate conditional probabilities with Bayes Theorem
Describe a probability distribution using cdf/pdf, including joint and marginal distributions
Identify the scenarios which certain probability distributions are appropriate to model
Calculate the expectation/variance/mgf/quantiles of a probability distribution/random variable, including marginal distributions
Calculate the distribution of functions of random variables (especially the sum and quotient of two random variables) and the covariance of two random variables
Prove or disprove that two random variables are independent
Explain central limit theorem and its significance, and apply central limit theorem to approximate the probability of event concerning a sum of random variables
Conduct simple hypothesis tests Events, probabilities, law of total probability, Bayes theorem Independence events, discrete distributions
Discrete distributions, continuous distributions
Continuous distributions
Continuous distributions; joint distribution, marginal and conditional distribution for discrete variables 
Joint distribution, marginal and conditional distribution for conditional variables Functions of two or more random variables, order statistics
Expectation, variance, Chebyshev inequality
Covariance
Conditional expectation and moment generating functions Law of large numbers, central limit theorem
Random sampling, estimation of parameters
Hypothesis testing","['probability', 'statistic', 'random', 'variable', 'independence', 'probability', 'distribution', 'confidence', 'interval', 'event', 'concerning', 'discrete', 'distribution', 'counting', 'calculate', 'conditional', 'probability', 'bayes', 'theorem', 'cdf', 'pdf', 'joint', 'marginal', 'distribution', 'probability', 'distribution', 'expectation', 'variance', 'mgf', 'quantiles', 'probability', 'distribution', 'random', 'variable', 'marginal', 'distribution', 'random', 'variable', 'central', 'limit', 'theorem', 'probability', 'random', 'variable', 'probability', 'probability', 'bayes', 'theorem', 'independence', 'event', 'discrete', 'distribution', 'discrete', 'distribution', 'continuous', 'distribution', 'continuous', 'distribution', 'continuous', 'distribution', 'joint', 'distribution', 'marginal', 'conditional', 'distribution', 'discrete', 'variable', 'joint', 'distribution', 'marginal', 'conditional', 'distribution', 'conditional', 'variable', 'function', 'order', 'statistic', 'expectation', 'variance', 'chebyshev', 'inequality', 'covariance', 'conditional', 'expectation', 'moment', 'generating', 'function', 'law', 'large', 'number', 'central', 'limit', 'theorem', 'random', 'sampling', 'estimation', 'parameter', 'hypothesis', 'testing']"
NTU,MH2802,Linear Algebra for Scientists,"1. Acquire a wider range of mathematical concepts related to vector spaces and linear algebra.
2. Develop a strong set of mathematical skills for upper level Physical and Computing Science
courses.
3. Develop thinking, reasoning, communication and modelling skills through a mathematical
approach to problem-solving
4. Connect ideas within mathematics and apply mathematics in the contexts of Physical and
Computing Science courses.
5. Experience and appreciate the rigour and abstraction in the discipline. Basic Vector Operations (BAS) 1. perform simple vector operations (such as vector addition, subtraction and resolving a vector to its components in a given coordinate system) to solve related problems; 2. perform scalar, vector products whenever appropriate to solve related problems (such as determining the projection of a vector on another and calculating the torque of a system of forces); 3. perform scalar, vector triple products whenever appropriate to solve related problems; 4. solve basic problems in analytical geometry using vectors (such as determining distances between point and a line / plane); Linear Spaces (LS) 5. recall and use the axioms of a linear space to determine if a given set forms a linear space; 6. apply the idea of linear independence to determine whether a given set of vectors is dependent or independent; 7. explain the idea of the space / subspace is spanned by a given set of (basis) vectors and determine if a set of (basis) vectors span a subspace; 8. apply the concepts of norms and inner products to compute for a given pair of vectors and to test if a given pair of vectors are orthogonal; Nanyang Technological University Division of Physics and Applied Physics 2 Linear Transformation and Matrices (LTM) 9. explain the concept of linear transformation, express a linear transformation as a matrix and compute the action of a linear transformation on a vector and a matrix (including the structures of rotation, reflection, scaling, stretching and shearing matrices); 10. perform basic operations on matrices (including basic algebraic operations, matrix multiplication, computing of inverses, determinants and traces of matrices); 11. solve systems of linear equations using techniques such as Gaussian elimination; 12. compute the eigenvalues, eigenvectors of a given square matrix and determine the similarity transformation that diagonalizes the given square matrix; 13. recall the definitions and use the properties of special matrices (such as Hermitian and unitary matrices); and Applications (APP) 14. apply the techniques from ILO 1 – 13 to solve problems in Physical and Computing Science (such as analysing coupled oscillators and using Markov chains to solve problems) 1. Vector Algebra & Analytical Geometry 2. Linear Spaces 3. Linear Transformations & Matrices 4. Eigenvalues and Eigenvectors 5. Applications of Linear Algebra to problems in Physical and Computing Science","['vector', 'space', 'linear', 'algebra', 'mathematical', 'skill', 'thinking', 'reasoning', 'communication', 'modelling', 'skill', 'basic', 'vector', 'operation', 'ba', 'simple', 'vector', 'operation', 'vector', 'addition', 'subtraction', 'vector', 'product', 'determining', 'vector', 'triple', 'product', 'analytical', 'geometry', 'determining', 'distance', 'point', 'line', 'plane', 'linear', 'space', 'l', 'recall', 'use', 'axiom', 'linear', 'space', 'linear', 'space', 'linear', 'independence', 'norm', 'inner', 'product', 'technological', 'university', 'division', 'physic', 'applied', 'physic', 'linear', 'transformation', 'matrix', 'linear', 'transformation', 'express', 'linear', 'transformation', 'compute', 'action', 'vector', 'rotation', 'reflection', 'algebraic', 'operation', 'matrix', 'multiplication', 'determinant', 'linear', 'equation', 'using', 'technique', 'gaussian', 'elimination', 'eigenvectors', 'given', 'square', 'matrix', 'determine', 'similarity', 'transformation', 'hermitian', 'unitary', 'matrix', 'analysing', 'markov', 'vector', 'algebra', 'analytical', 'geometry', 'linear', 'transformation', 'matrix', 'eigenvectors', 'linear', 'algebra']"
NTU,CC0006,"Sustainability: Society, Economy & Environment","This course aims to provide multi-disciplinary competence in a cross-disciplinary, collaborative learning environment, with student interaction and collaboration across schools as a key component. In this course, you will systematically analyse major current sustainability challenges from the perspectives of society, economy, and the environment, with specific focus on Singapore. The course aims to stimulate critical thinking, curiosity, and the ability to structure and synthesise knowledge through the lens of sustainability. Emphasis is on the need to address sustainability issues from different perspectives and at different scales, reinforced by concrete examples such as palm oil production, waste management, pollution & human consumption, and climate change. The course will look at how we can promote a more sustainable world through choices and actions, as individuals, societies, nations, and as a global community. By the end of the course, you would have developed an awareness for, and a systems thinking approach to, sustainability, which you can continue to develop no matter which discipline or career path you choose to embark on. 1. Explain the multidimensional systemic nature of sustainability. 2. Analyse sustainability challenges from social, economic, and environmental perspectives. 3. Identify and present possible solutions for a sustainable world on different scales for the individual, organisations, Singapore, and globally. 4. Critically discuss sustainability issues in small and large group settings. 5. Collaborate effectively on sustainability issues in cross-disciplinary teams. 6. Evaluate the work of peers on sustainability. 1. Why each discipline should know about sustainability. 2. The three systems: Society, Economy, and Environment. How sustainable development depends on all three systems, and how to analyse the course topics from these three perspectives. 3. Energy and Climate Change, sustainable and reliable sources, mitigation of climate change. 4. Food system sustainability and global food security.* 5. Responsible consumption and production - waste reduction. 6. Water – availability and sustainable management of water resources.* 7. Pollution – air, plastics, light, noise.* 8. How unequal is the world? Poverty and equality - how to measure it, how widespread it is, how to eradicate it 9. Sustainable cities. Role of big cities in sustainability development. What is a sustainable city?* 10. Planetary boundaries, Earth system feedbacks and tipping points – staying in control of our planet and its systems.","['sustainability', 'global', 'food', 'responsible', 'consumption', 'production', 'waste', 'reduction', 'plastic', 'light', 'noise', 'earth', 'system', 'feedback', 'tipping', 'point', 'planet']"
NTU,ML0004,Career and Entrepreneurial Development for the Future World,"In today’s competitive and rapidly evolving world, students must equip themselves with critical career skills and a deep sense of workplace values and ethics, and possess an innovative and enterprising ethos whether they are joining an established enterprise or starting a new enterprise. This course is a compulsory foundation module for all NTU students on essential career preparation and innovative enterprising skills and should be completed by students before they start their internship. This course equips students with practical skills needed in their career preparation and development (including skills required for internship stints and graduation job search) to help students succeed in a new disruptive workplace. Students will learn the fundamental techniques and concepts of Business Model Innovation and apply them in teams to find innovative and viable solutions to real-life problems posed by partnering enterprises. In the process of working in teams, students will further hone their teamwork skills. 1. Describe the implications and impact of Future of Work on their personal and professional development 2. Demonstrate the professional skills required and the importance of entrepreneurship in 21st -century economics 3. Explain the innovative enterprising mindset 4. Identify career values, occupational interests, personality and motivated skills (VIPS) and learn the 4-stage career development plan in deciding their career paths (‘SODA’) 5. Demonstrate the fundamental skills to kickstart their Career Development 6. Describe the competitive advantages and entrepreneurial ecosystem for startups in Singapore 7. Develop the fundamental skills to identify and develop an innovative and enterprising idea/solution into a plan of action 8. Identify networking dos and don’ts to navigate networking opportunities 9. Prepare a short presentation on an innovative and enterprising idea/solution to address an opportunity or problem 10. Identify ethical and workplace-related issues 11. Develop problem-solving skills through collaborative learning via group projects with students from different Schools/Colleges to complete a common goal 1. Future of Work & Developing an Innovative and Enterprising Mindset 2. Charting a Career Path 3. Fundamental Skills to Start a New Enterprise 4. Fundamental Skills for Career Development 5. Building Networking Skills for Career & Enterprise 6. Handling Ethical & Workplace Issues Professionally","['business', 'model', 'innovation', 'working', 'team', 'st', 'century', 'personality', 'motivated', 'skill', 'stage', 'ecosystem', 'startup', 'identify', 'develop', 'innovative', 'idea', 'solution', 'plan', 'action', 'school', 'college', 'developing', 'innovative', 'mindset', 'charting', 'career', 'start', 'new', 'enterprise', 'fundamental', 'handling', 'ethical', 'workplace', 'issue']"
NTU,CZ2007,Introduction to Database Systems,"Overview of Database Management Systems (DBMS); Entity-Relationship Data Model; Relational Data Model; Functional Dependencies (FD) and Normalization; Relational Algebra; Structured Query Language (SQL); Storage of Relational Data; Indexing Techniques; Query Processing and Optimization; Transaction Management and Concurrency Control NIL DataManagement, Databases, DataModeling, SqlKeywords, DatabaseManagementSystems, uniqueKey, RelationalDatabase, RelationalAlgebra, Superkey, join, Relation, ForeignKey","['database', 'management', 'system', 'dbms', 'entity', 'relationship', 'data', 'model', 'relational', 'data', 'model', 'functional', 'dependency', 'fd', 'normalization', 'relational', 'algebra', 'structured', 'query', 'language', 'sql', 'relational', 'data', 'indexing', 'technique', 'query', 'processing', 'optimization', 'transaction', 'management', 'concurrency', 'control', 'nil', 'database', 'relation']"
NTU,CZ3005,Artificial Intelligence,"This course introduces topics in human cognition and various well-established paradigms pertaining to the formal representations of artificial intelligence and knowledge engineering for computational problem solving.
1. Human brain and Cognitive structure: thinking and acting. The foundation of AI.
2. Structure of intelligent agents
3. Procedural Representation (Algorithmic)
4. Symbolic Representation (Knowledge Engineering) a) Understand what Artificial Intelligence is about and appreciate its relevance to Computer Science and importance for IT and society.
b) Understand the human cognitive organisation in problem solving and appreciate the ethics involved in the application of AI techniques.
c) Understand the principles of problem solving and of the state space search approach, be able to efficiently formulate a problem and evaluate its complexity, master various search algorithms, and be capable of selecting and applying these techniques appropriately. 
d) Be familiar with techniques for computer-based representation and manipulation of complex information and knowledge, understand formal logic inference and reasoning algorithms, and be able to employ these tools to build knowledge-based systems. 
e) Gain awareness of several advanced AI applications and topics such as intelligent agents, constraint satisfaction, game playing, applied expert systems, approximate reasoning, probabilistic reasoning and machine learning.  NIL","['artificial', 'intelligence', 'knowledge', 'engineering', 'intelligent', 'agent', 'procedural', 'representation', 'symbolic', 'representation', 'knowledge', 'engineering', 'artificial', 'intelligence', 'computer', 'science', 'importance', 'society', 'evaluate', 'complexity', 'master', 'various', 'search', 'algorithm', 'selecting', 'technique', 'reasoning', 'algorithm', 'build', 'knowledge', 'based', 'system', 'intelligent', 'agent', 'constraint', 'satisfaction', 'game', 'playing', 'applied', 'expert', 'system', 'approximate', 'reasoning', 'probabilistic', 'reasoning', 'machine', 'learning', 'nil']"
NTU,MH3500,Statistics,"This course aims to develop your understanding of the statistical concepts of parameter estimation and hypothesis testing that are fundamental for real life applications of statistics as well as for numerous further courses in the curriculum of the statistics track. Apply basic probability concepts such as PMF, PDF, CDF, expected values, variance, and moments in a statistical context and perform the involved computations of series and integrals.
Use standard probability distributions to model statistical scenarios and to derive useful conclusions from computations based on these distributions.
Explain the relevance of the Central Limit Theorem for statistics.
Construct parameter estimators using the maximum likelihood method and the method of moments.
Rigorously assess the quality of parameter estimators.
Analyse the asymptotic properties of parameter estimators.
Construct exact and approximate confidence intervals.
Explain the purpose and philosophy of hypothesis testing, as well as the meaning of p-values.
Given a dataset, create and apply a useful hypothesis test based on these data.
Compute the size and power of a hypothesis test.
Construct most powerful tests using the Neyman-Pearson Lemma. Review of probability

Random samples, sample mean and sample variance, distributions derived from the normal distribution, Central Limit Theorem and its significance for statistics

Introduction to parameter estimation, quality criteria for parameter estimators

Constructing good estimators: method of moments and maximum likelihood method

Asymptotic properties of estimators, Cramer-Rao bound and efficient estimators

Confidence intervals for estimators

Introduction to hypothesis testing and Fisher-type tests

Neyman-Pearson tests and Neyman-Pearson Lemma","['parameter', 'estimation', 'hypothesis', 'testing', 'statistic', 'probability', 'concept', 'pmf', 'pdf', 'cdf', 'expected', 'value', 'series', 'integral', 'probability', 'distribution', 'model', 'statistical', 'scenario', 'central', 'limit', 'theorem', 'statistic', 'construct', 'parameter', 'estimator', 'maximum', 'likelihood', 'method', 'quality', 'parameter', 'estimator', 'parameter', 'estimator', 'confidence', 'interval', 'purpose', 'hypothesis', 'testing', 'hypothesis', 'test', 'based', 'size', 'hypothesis', 'test', 'construct', 'neyman', 'pearson', 'lemma', 'probability', 'random', 'sample', 'sample', 'mean', 'sample', 'variance', 'distribution', 'derived', 'central', 'limit', 'theorem', 'parameter', 'estimation', 'quality', 'criterion', 'parameter', 'estimator', 'moment', 'maximum', 'likelihood', 'method', 'estimator', 'cramer', 'rao', 'bound', 'efficient', 'estimator', 'confidence', 'interval', 'estimator', 'hypothesis', 'testing', 'fisher', 'type', 'test', 'neyman', 'pearson', 'test', 'neyman', 'pearson', 'lemma']"
