Query,Skill,Skill_Description,start_ind,end_ind
data,Data Room,"Data rooms are spaces used for housing data, usually of a secure or privileged nature. They can be physical data rooms, virtual data rooms, or data centers. They are used for a variety of purposes, including data storage, document exchange, file sharing, financial transactions, legal transactions, and more.","[0, 108, 128]","[9, 117, 137]"
data,Physician Data Query,"Physician Data Query (PDQ) is the US National Cancer Institute's (NCI) comprehensive cancer database. It contains peer-reviewed summaries on cancer treatment, screening, prevention, genetics, and supportive care, and complementary and alternative medicine; a registry of more than 6,000 open and 17,000 closed cancer clinical trials from around the world; and a directory of professionals who provide genetics services.",[0],[20]
data,Seismic Data,"Seismic data acquisition is the first of the three distinct stages of seismic exploration, the other two being seismic data processing and seismic interpretation. Seismic acquisition requires the use of a seismic source at specified locations for a seismic survey, and the energy that travels within the subsurface as seismic waves generated by the source gets recorded at specified locations on the surface by what is known as receivers.","[0, 111]","[12, 123]"
data,Database Normalization,"Database normalization is the process of structuring a database, usually a relational database, in accordance with a series of so-called normal forms in order to reduce data redundancy and improve data integrity. It was first proposed by Edgar F. Codd as part of his relational model.",[0],[22]
data,Data Corruption,"Data corruption refers to errors in computer data that occur during writing, reading, storage, transmission, or processing, which introduce unintended changes to the original data. Computer, transmission, and storage systems use a number of measures to provide end-to-end data integrity, or lack of errors.",[0],[15]
data,Software-Defined Data Center,"Software-defined data center is a marketing term that extends virtualization concepts such as abstraction, pooling, and automation to all data center resources and services to achieve IT as a service (ITaaS).
In a software-defined data center, ""all elements of the infrastructure — networking, storage, CPU and security – are virtualized and delivered as a service.""","[0, 214]","[28, 242]"
data,Datacap,"Datacap, a privately owned company, manufactures and sells computer software, and services. Datacap's first product, Paper Keyboard, was a ""forms processing"" product and shipped in 1989. In August 2010, IBM announced that it had acquired Datacap for an undisclosed amount.","[0, 92, 238]","[7, 99, 245]"
data,XML Databases,"An XML database is a data persistence software system that allows data to be specified, and sometimes stored, in XML format. This data can be queried, transformed, exported and returned to a calling system. XML databases are a flavor of document-oriented databases which are in turn a category of NoSQL database.",[207],[220]
data,Database Search Engine,A database search engine is a search engine that operates on material stored in a digital database.,[2],[24]
data,Data Binding,"In computer programming, data binding is a general technique that binds data sources from the provider and consumer together and synchronizes them. This is usually done with two data/information sources with different languages as in XML data binding and UI data binding. In UI data binding, data and information objects of the same language but different logic function are bound together.","[25, 238, 258, 278]","[37, 250, 270, 290]"
data,Event Data Recorder,"An event data recorder (EDR), similar to an accident data recorder (ADR) sometimes referred to informally as an automotive ""black box"", is a device installed in some automobiles to record information related to vehicle crashes or accidents. In the USA EDRs must meet federal standards, as described within the U.S. Code of Federal Regulations.",[3],[22]
data,Educational Data Mining,"Educational data mining (EDM) describes a research field concerned with the application of data mining, machine learning and statistics to information generated from educational settings. At a high level, the field seeks to develop and improve methods for exploring this data, which often has multiple levels of meaningful hierarchy, in order to discover new insights about how people learn in the context of such settings. In doing so, EDM has contributed to theories of learning investigated by researchers in educational psychology and the learning sciences. The field is closely tied to that of learning analytics, and the two have been compared and contrasted.",[0],[23]
data,Data Blending,Data blending is a process whereby big data from multiple sources are merged into a single data warehouse or data set. It concerns not merely the merging of different file formats or disparate sources of data but also different varieties of data. Data blending allows business analysts to cope with the expansion of data which they need to make critical business decisions based on good quality business intelligence.,"[0, 247]","[13, 260]"
data,Geophysical Data,"Geophysical survey is the systematic collection of geophysical data for spatial studies. Detection and analysis of the geophysical signals forms the core of Geophysical signal processing. The magnetic and gravitational fields emanating from the Earth's interior hold essential information concerning seismic activities and the internal structure. Hence, detection and analysis of the electric and Magnetic fields is very crucial. As the Electromagnetic and gravitational waves are multi-dimensional signals, all the 1-D transformation techniques can be extended for the analysis of these signals as well. Hence this article also discusses multi-dimensional signal processing techniques.",[51],[67]
data,Spatial Databases,"A spatial database is a database that is optimized for storing and querying data that represents objects defined in a geometric space. Most spatial databases allow the representation of simple geometric objects such as points, lines and polygons. Some spatial databases handle more complex structures such as 3D objects, topological coverages, linear networks, and TINs. While typical databases have developed to manage various numeric and character types of data, such databases require additional functionality to process spatial data types efficiently, and developers have often added geometry or feature data types. The Open Geospatial Consortium (OGC) developed the Simple Features specification and sets standards for adding spatial functionality to database systems. The SQL/MM Spatial ISO/IEC standard is a part the SQL/MM multimedia standard and extends the Simple Features standard with data types that support circular interpolations.","[140, 252]","[157, 269]"
data,Database Audit,"Database auditing involves observing a database so as to be aware of the actions of database users. Database administrators and consultants often set up auditing for security purposes, for example, to ensure that those without the permission to access information do not access it.",[0],[14]
data,Meter Data Management,"Meter data management (MDM) refers to software that performs long-term data storage and management for the vast quantities of data delivered by smart metering systems. This data consists primarily of usage data and events that are imported from the head-end servers managing the data collection in advanced metering infrastructure (AMI) or automatic meter reading (AMR) systems. MDM is a component in the smart grid infrastructure promoted by utility companies. This may also incorporate meter data analytics, the analysis of data emitted by electric smart meters that record consumption of electric energy.",[0],[21]
data,Database Theory,Database theory encapsulates a broad range of topics related to the study and research of the theoretical realm of databases and database management systems.,[0],[15]
data,Database Activity Monitoring,"Database activity monitoring is a database security technology for monitoring and analyzing database activity. DAM may combine data from network-based monitoring and native audit information to provide a comprehensive picture of database activity. The data gathered by DAM is used to analyze and report on database activity, support breach investigations, and alert on anomalies. DAM is typically performed continuously and in real-time.",[0],[28]
data,Data Preprocessing,"Data preprocessing is an important step in the data mining process. The phrase ""garbage in, garbage out"" is particularly applicable to data mining and machine learning projects. Data-gathering methods are often loosely controlled, resulting in out-of-range values, impossible data combinations, and missing values, etc. Analyzing data that has not been carefully screened for such problems can produce misleading results. Thus, the representation and quality of data is first and foremost before running any analysis. 
Often, data preprocessing is the most important phase of a machine learning project, especially in computational biology.","[0, 526]","[18, 544]"
data,Computer Data Storage,Computer data storage is a technology consisting of computer components and recording media that are used to retain digital data. It is a core function and fundamental component of computers.,[0],[21]
data,Data Link,"The data link layer, or layer 2, is the second layer of the seven-layer OSI model of computer networking. This layer is the protocol layer that transfers data between nodes on a network segment across the physical layer. The data link layer provides the functional and procedural means to transfer data between network entities and might provide the means to detect and possibly correct errors that may occur in the physical layer.","[4, 225]","[13, 234]"
data,Remote Data Entry,A remote data entry (RDE) system is a computerized system designed for the collection of data in electronic format. The term is most commonly applied to a class of software used in the life sciences industry for collecting patient data from participants in clinical research studies—research of new drugs and/or medical devices.,[2],[19]
data,Database Encryption,"Database encryption can generally be defined as a process that uses an algorithm to transform data stored in a database into ""cipher text"" that is incomprehensible without first being decrypted. It can therefore be said that the purpose of database encryption is to protect the data stored in a database from being accessed by individuals with potentially ""malicious"" intentions. The act of encrypting a database also reduces the incentive for individuals to hack the aforementioned database as ""meaningless"" encrypted data is of little to no use for hackers. There are multiple techniques and technologies available for database encryption, the most important of which will be detailed in this article.","[0, 240, 621]","[19, 259, 640]"
data,Data Grid,"A data grid is an architecture or set of services that gives individuals or groups of users the ability to access, modify and transfer extremely large amounts of geographically distributed data for research purposes. Data grids make this possible through a host of middleware applications and services that pull together data and resources from multiple administrative domains and then present it to users upon request. The data in a data grid can be located at a single site or multiple sites where each site can be its own administrative domain governed by a set of security restrictions as to who may access the data. Likewise, multiple replicas of the data may be distributed throughout the grid outside their original administrative domain and the security restrictions placed on the original data for who may access it must be equally applied to the replicas. Specifically developed data grid middleware is what handles the integration between users and the data they request by controlling access while making it available as efficiently as possible. The adjacent diagram depicts a high level view of a data grid.","[2, 217, 434, 889, 1110]","[11, 226, 443, 898, 1119]"
data,Java Data Objects,"Java Data Objects (JDO) is a specification of Java object persistence. One of its features is a transparency of the persistence services to the domain model. JDO persistent objects are ordinary Java programming language classes (POJOs); there is no requirement for them to implement certain interfaces or extend from special classes. JDO 1.0 was developed under the Java Community Process as JSR 12. JDO 2.0 was developed under JSR 243 and was released on May 10, 2006. JDO 2.1 was completed in Feb 2008, developed by the Apache JDO project. JDO 2.2 was released in October 2008. JDO 3.0 was released in April 2010.",[0],[17]
data,Clinical Data Warehouse,"A Clinical Data Repository (CDR) or Clinical Data Warehouse (CDW) is a real time database that consolidates data from a variety of clinical sources to present a unified view of a single patient. It is optimized to allow clinicians to retrieve data for a single patient rather than to identify a population of patients with common characteristics or to facilitate the management of a specific clinical department. Typical data types which are often found within a CDR include: clinical laboratory test results, patient demographics, pharmacy information, radiology reports and images, pathology reports, hospital admission, discharge and transfer dates, ICD-9 codes, discharge summaries, and progress notes.",[36],[59]
data,Data Reference Model,The Data Reference Model (DRM) is one of the five reference models of the Federal Enterprise Architecture.,[4],[24]
data,Network Data Management Protocol,"NDMP, or Network Data Management Protocol, is a protocol meant to transport data between network attached storage (NAS) devices and backup devices. This removes the need for transporting the data through the backup server itself, thus enhancing speed and removing load from the backup server. It was originally invented by NetApp and Intelliguard, acquired by Legato and then EMC Corporation. Currently, the Storage Networking Industry Association (SNIA) oversees the development of the protocol.",[9],[41]
data,Database Partitioning,"A partition is a division of a logical database or its constituent elements into distinct independent parts. Database partitioning is normally done for manageability, performance or availability reasons, or for load balancing. It is popular in distributed database management systems, where each partition may be spread over multiple nodes, with users at the node performing local transactions on the partition. This increases performance for sites that have regular transactions involving certain views of data, whilst maintaining availability and security.",[109],[130]
data,Data Item Descriptions,"
A United States data item description (DID) is a completed document defining the data deliverables required of a United States Department of Defense contractor. A DID specifically defines the data content, format, and intended use of the data with a primary objective of achieving standardization objectives by the U.S. Department of Defense. The content and format requirements for DIDs are defined within MIL-STD-963C, Data Item Descriptions (2014).",[422],[444]
data,In-Memory Database,"An in-memory database is a database management system that primarily relies on main memory for computer data storage. It is contrasted with database management systems that employ a disk storage mechanism. In-memory databases are faster than disk-optimized databases because disk access is slower than memory access, the internal optimization algorithms are simpler and execute fewer CPU instructions. Accessing data in memory eliminates seek time when querying the data, which provides faster and more predictable performance than disk.","[3, 206]","[21, 224]"
data,Data Conditioning,"Data conditioning is the use of data management and optimization techniques which result in the intelligent routing, optimization and protection of data for storage or data movement in a computer system. Data conditioning features enable enterprise and cloud data centers to dramatically improve system utilization and increase application performance lowering both capital expenditures and operating costs.","[0, 204]","[17, 221]"
data,Data Structure Alignment,"

Data structure alignment is the way data is arranged and accessed in computer memory. It consists of three separate but related issues: data alignment, data structure padding, and packing.",[2],[26]
data,Data Remanence,"Data remanence is the residual representation of digital data that remains even after attempts have been made to remove or erase the data. This residue may result from data being left intact by a nominal file deletion operation, by reformatting of storage media that does not remove data previously written to the media, or through physical properties of the storage media that allow previously written data to be recovered. Data remanence may make inadvertent disclosure of sensitive information possible should the storage media be released into an uncontrolled environment.","[0, 425]","[14, 439]"
data,Data Cube,"In computer programming contexts, a data cube is a multi-dimensional (""n-D"") array of values. Typically, the term datacube is applied in contexts where these arrays are massively larger than the hosting computer's main memory; examples include multi-terabyte/petabyte data warehouses and time series of image data.",[36],[45]
data,Fiber Distributed Data Interface,"Fiber Distributed Data Interface (FDDI) is a standard for data transmission in a local area network.
It uses optical fiber as its standard underlying physical medium, although it was also later specified to use copper cable, in which case it may be called CDDI, standardized as TP-PMD, also referred to as TP-DDI.",[0],[32]
data,Enhanced Data Rates For GSM Evolution,Enhanced Data rates for GSM Evolution (EDGE) is a digital mobile phone technology that allows improved data transmission rates as a backward-compatible extension of GSM. EDGE is considered a pre-3G radio technology and is part of ITU's 3G definition. EDGE was deployed on GSM networks beginning in 2003 – initially by Cingular in the United States.,[0],[37]
data,Geospatial Data Abstraction Library (GDAL),"The Geospatial Data Abstraction Library (GDAL) is a computer software library for reading and writing raster and vector geospatial data formats, and is released under the permissive X/MIT style free software license by the Open Source Geospatial Foundation. As a library, it presents a single abstract data model to the calling application for all supported formats. It may also be built with a variety of useful command line interface utilities for data translation and processing. Projections and transformations are supported by the PROJ library.",[4],[46]
data,Database Virtualization,"Database virtualization is the decoupling of the database layer, which lies between the storage and application layers within the application stack. Virtualization of the database layer enables a shift away from the physical, toward the logical or virtual. Virtualization enables compute and storage resources to be pooled and allocated on demand. This enables both the sharing of single server resources for multi-tenancy, as well as the pooling of server resources into a single logical database or cluster. In both cases, database virtualization provides increased flexibility, more granular and efficient allocation of pooled resources, and more scalable computing.","[0, 525]","[23, 548]"
data,Combined Information Data Network Exchange,"Combined Information Data Network Exchange, or CIDNE, is a computer system used by the US military. It is used to collect tactical information from troops.",[0],[42]
data,Data Monetization,"Data monetization, a form of monetization, may refer to the act of generating measurable economic benefits from available data sources (analytics). Less commonly, it may also refer to the act of monetizing data services. In the case of analytics, typically, these benefits accrue as revenue or expense savings, but may also include market share or corporate market value gains. Data monetization leverages data generated through business operations, available exogenous data or content, as well as data associated with individual actors such as that collected via electronic devices and sensors participating in the internet of things. For example, the ubiquity of the internet of things is generating location data and other data from sensors and mobile devices at an ever-increasing rate. When this data is collated against traditional databases, the value and utility of both sources of data increases, leading to tremendous potential to mine data for social good, research and discovery, and achievement of business objectives. Closely associated with data monetization are the emerging data as a service models for transactions involving data by the data item.","[0, 378, 1056]","[17, 395, 1073]"
data,Good Clinical Data Management Practice,"Good clinical data management practice (GCDMP) is the current industry standards for clinical data management that consist of best business practice and acceptable regulatory standards. In all phases of clinical trials, clinical and laboratory information must be collected and converted to digital form for analysis and reporting purposes. The U.S. Food and Drug Administration and International Conference on Harmonisation of Technical Requirements for Registration of Pharmaceuticals for Human Use have provided specific regulations and guidelines surrounding this component of the drug and device development process. The effective, efficient and regulatory-compliant management of clinical trial data is an essential component of drug and device development.",[0],[38]
data,Packet Data Convergence Protocol,"Packet Data Convergence Protocol (PDCP) is specified by 3GPP in TS 25.323 for UMTS, TS 36.323 for LTE and TS 38.323 for 5G New Radio (NR). PDCP is located in the Radio Protocol Stack in the UMTS/LTE/5G Air interface on top of the RLC layer.",[0],[32]
data,Automatic Identification And Data Capture,"Automatic identification and data capture (AIDC) refers to the methods of automatically identifying objects, collecting data about them, and entering them directly into computer systems, without human involvement. Technologies typically considered as part of AIDC include QR codes, bar codes, radio frequency identification (RFID), biometrics, magnetic stripes, optical character recognition (OCR), smart cards, and voice recognition. AIDC is also commonly referred to as ""Automatic Identification"", ""Auto-ID"" and ""Automatic Data Capture"".",[0],[41]
data,Data Feed,"Data feed is a mechanism for users to receive updated data from data sources. It is commonly used by real-time applications in point-to-point settings as well as on the World Wide Web. The latter is also called web feed. News feed is a popular form of web feed. RSS feed makes dissemination of blogs easy. Product feeds play increasingly important role in e-commerce and internet marketing, as well as news distribution, financial markets, and cybersecurity. Data feeds usually require structured data that include different labelled fields, such as ""title"" or ""product"".","[0, 459]","[9, 468]"
data,Connected Data Objects,Connected Data Objects (CDO) is a free implementation of a Distributed Shared Model on top of the Eclipse Modeling Framework (EMF).,[0],[22]
data,Oracle Big Data,"The Oracle Big Data Appliance consists of hardware and software from Oracle Corporation sold as a computer appliance. It was announced in 2011, promoted for consolidating and loading unstructured data into Oracle Database software.",[4],[19]
data,Ingres Database,Ingres Database is a proprietary SQL relational database management system intended to support large commercial and government applications.,[0],[15]
data,Biological Database,"Biological databases are libraries of life sciences information, collected from scientific experiments, published literature, high-throughput experiment technology, and computational analysis. They contain information from research areas including genomics, proteomics, metabolomics, microarray gene expression, and phylogenetics. Information contained in biological databases includes gene function, structure, localization, clinical effects of mutations as well as similarities of biological sequences and structures.","[0, 356]","[19, 375]"
data,Cellular Digital Packet Data,"Cellular Digital Packet Data (CDPD) was a wide-area mobile data service which used unused bandwidth normally used by AMPS mobile phones between 800 and 900 MHz to transfer data. Speeds up to 19.2 kbit/s were possible. The service was discontinued in conjunction with the retirement of the parent AMPS service; it has been functionally replaced by faster services such as 1xRTT, EV-DO, and UMTS/HSPA.",[0],[28]
data,User Datagram Protocol,"In computer networking, the User Datagram Protocol (UDP) is one of the core members of the Internet protocol suite. With UDP, computer applications can send messages, in this case referred to as datagrams, to other hosts on an Internet Protocol (IP) network. Prior communications are not required in order to set up communication channels or data paths.",[28],[50]
data,Wcf Data Services,"WCF Data Services is a platform for what Microsoft calls Data Services. It is actually a combination of the runtime and a web service through which the services are exposed. It also includes the Data Services Toolkit which lets Astoria Data Services be created from within ASP.NET itself. The Astoria project was announced at MIX 2007, and the first developer preview was made available on April 30, 2007. The first CTP was made available as a part of the ASP.NET 3.5 Extensions Preview. The final version was released as part of Service Pack 1 of the .NET Framework 3.5 on August 11, 2008. The name change from ADO.NET Data Services to WCF data Services was announced at the 2009 PDC.","[0, 637]","[17, 654]"
data,Legal Electronic Data Exchange Standard,"The Legal Electronic Data Exchange Standard is a set of file format specifications intended to facilitate electronic data transmission in the legal industry. The phrase is abbreviated LEDES and is usually pronounced as ""leeds"". The LEDES specifications are maintained by the LEDES Oversight Committee (LOC), which was formed by the Law Firm and Law Department Services Group within PricewaterhouseCoopers. Members of the committee have included law firms, corporate legal departments, universities, and software vendors. The LOC was first informally created in 1995 to address e-billing issues and then incorporated as a California mutual-benefit nonprofit corporation in 2000.",[4],[43]
data,Hierarchical Data Format,"Hierarchical Data Format (HDF) is a set of file formats designed to store and organize large amounts of data. Originally developed at the National Center for Supercomputing Applications, it is supported by The HDF Group, a non-profit corporation whose mission is to ensure continued development of HDF5 technologies and the continued accessibility of data stored in HDF.",[0],[24]
data,Dirty Data,"Dirty data, also known as rogue data, are inaccurate, incomplete or inconsistent data, especially in a computer system or database.",[0],[10]
data,Dataspaces,"Dataspaces are an abstraction in data management that aim to overcome some of the problems encountered in data integration system. The aim is to reduce the effort required to set up a data integration system by relying on existing matching and mapping generation techniques, and to improve the system in ""pay-as-you-go"" fashion as it is used. Labor-intensive aspects of data integration are postponed until they are absolutely needed.",[0],[10]
data,Clinical Data Interchange Standards Consortium,"The Clinical Data Interchange Standards Consortium (CDISC) is a standards developing organization (SDO) dealing with medical research data linked with healthcare, to ""enable information system interoperability to improve medical research and related areas of healthcare"". The standards support medical research from protocol through analysis and reporting of results and have been shown to decrease resources needed by 60% overall and 70–90% in the start-up stages when they are implemented at the beginning of the research process.",[4],[50]
data,Data Link Layer,"The data link layer, or layer 2, is the second layer of the seven-layer OSI model of computer networking. This layer is the protocol layer that transfers data between nodes on a network segment across the physical layer. The data link layer provides the functional and procedural means to transfer data between network entities and might provide the means to detect and possibly correct errors that may occur in the physical layer.","[4, 225]","[19, 240]"
data,Data Fusion,"Data fusion is the process of integrating multiple data sources to produce more consistent, accurate, and useful information than that provided by any individual data source.",[0],[11]
data,Raw Data,"Raw data, also known as primary data, are data collected from a source. In the context of examinations, the raw data might be described as a raw score.","[0, 108]","[8, 116]"
data,Data Transfer Object,"In the field of programming a data transfer object (DTO) is an object that carries data between processes. The motivation for its use is that communication between processes is usually done resorting to remote interfaces, where each call is an expensive operation. Because the majority of the cost of each call is related to the round-trip time between the client and the server, one way of reducing the number of calls is to use an object that aggregates the data that would have been transferred by the several calls, but that is served by one call only.",[30],[50]
data,Remote Data Capture,"Remote data capture is the process of automatic collection of scientific data. It is widely used in clinic trials, where it is referred to as electronic data capture. In physical sciences, automatic observation hardware in the field can be linked to an observer in a laboratory through a cellphone or other communication link, for example in hydrology. RDC systems influenced the design of later electronic data capture (EDC) systems.",[0],[19]
data,Qualitative Data Analysis Software,"Computer-assisted qualitative data analysis software (CAQDAS) offers tools that assist with qualitative research such as transcription analysis, coding and text interpretation, recursive abstraction, content analysis, discourse analysis, grounded theory methodology, etc.",[18],[52]
data,Database Engine Tuning Advisor,"The database engine tuning advisor (DETA) is a computer software tool for Microsoft SQL Server that enables database tuning. It can improve performance for query by tuning the indexes, creating, modifying and deleting partition and or indexes.",[4],[34]
data,Database Publishing,"Database publishing is an area of automated media production in which specialized techniques are used to generate paginated documents from source data residing in traditional databases. Common examples are mail order catalogues, direct marketing, report generation, price lists and telephone directories. The database content can be in the form of text and pictures but can also contain metadata related to formatting and special rules that may apply to the document generation process. Database publishing can be incorporated into larger workflows as a component, where documents are created, approved, revised and released.","[0, 487]","[19, 506]"
data,Data Warehouse Appliance,"In computing, the term data warehouse appliance (DWA) was coined by Foster Hinshaw for a computer architecture for data warehouses (DW) specifically marketed for big data analysis and discovery that is simple to use and high performance for the workload. A DWA includes an integrated set of servers, storage, operating systems, and databases.",[23],[47]
data,Basis Database,Basis database or OpenText Collections Server is an Extended Relational Database Management System (RDBMS) produced by OpenText.,[0],[14]
data,Hierarchical Database Model,"A hierarchical database model is a data model in which the data are organized into a tree-like structure. The data are stored as records which are connected to one another through links. A record is a collection of fields, with each field containing only one value. The  type of a record defines which fields the record contains.",[2],[29]
data,Oracle Database Appliance,"The Oracle Database Appliance (ODA) is a database server appliance made by Oracle Corporation. It was introduced in September 2011 as the mid-market offering in Oracle's family of full-stack, integrated systems the company calls engineered systems. The ODA is a single rack-mounted device providing a highly-available two-node clustered database server.",[4],[29]
data,Toad Data Modeler,"Toad Data Modeler is a database design tool allowing users to visually create, maintain, and document new or existing database systems, and to deploy changes to data structures across different platforms. It is used to construct logical and physical data models, compare and synchronize models, generate complex SQL/DDL, create and modify scripts, and reverse and forward engineer databases and data warehouse systems. Toad's data modelling software is used for database design, maintenance and documentation.",[0],[17]
data,XML Data Binding,XML data binding refers to a means of representing information in an XML document as a business object in computer memory. This allows applications to access the data in the XML from the object rather than using the DOM or SAX to retrieve the data from a direct representation of the XML itself.,[0],[16]
data,Data-Link Switching,"Data-Link Switching (DLSw) is a tunneling protocol designed to tunnel unroutable, non-IP based protocols such as IBM Systems Network Architecture (SNA) and NBF over an IP network.",[0],[19]
data,Data Localization,"
Data localization or data residency law requires data about a nation's citizens or residents to be collected, processed, and/or stored inside the country, often before being transferred internationally. Such data is usually transferred only after meeting local privacy or data protection laws, such as giving the user notice of how the information will be used and obtaining their consent.",[1],[18]
data,Google Data,"Google Data Centers are the large data center facilities Google uses to provide their services, which combine large drives, computer nodes organized in aisles of racks, internal and external networking, environmental controls, and operations software.",[0],[11]
data,Data Control Language,"A data control language (DCL) is a syntax similar to a computer programming language used to control access to data stored in a database (Authorization). In particular, it is a component of Structured Query Language (SQL). Data Control Language is one of the logical group in SQL Commands. SQL is the standard language for relational database management systems. SQL statements are used to perform tasks such as insert data to a database, delete or update data in a database, or retrieve data from a database.","[2, 223]","[23, 244]"
data,ActiveX Data Objects,"In computing, Microsoft's ActiveX Data Objects (ADO) comprises a set of Component Object Model (COM) objects for accessing data sources. A part of MDAC, it provides a middleware layer between programming languages and OLE DB. ADO allows a developer to write programs that access data without knowing how the database is implemented; developers must be aware of the database for connection only. No knowledge of SQL is required to access a database when using ADO, although one can use ADO to execute SQL commands directly.",[26],[46]
data,Data Processing Unit,"A data processing unit (DPU) is a programmable electronic component that processes streams of data. The data is transmitted to and from the component as multiplexed packets of information. DPUs have the generality and the programmability of central processing units but are specialized to operate efficiently on networking packets, storage requests or analytics requests.",[2],[22]
data,Navigational Database,"A navigational database is a type of database in which records or objects are found primarily by following references from other objects. The term was popularized by the title of Charles Bachman's 1973 Turing Award paper, The Programmer as Navigator. This paper emphasized the fact that the new disk-based database systems allowed the programmer to choose arbitrary navigational routes following relationships from record to record, contrasting this with the constraints of earlier magnetic-tape and punched card systems where data access was strictly sequential.",[2],[23]
data,Digital Data Systems,"Digital Data Systems, or DDS, was a consultancy firm specializing in operations support systems (OSS) and business support systems (BSS) in the public switched telephone network (PSTN) and carrier marketplace within the telecommunications industry. DDS was an independent provider of OSS and BSS during a time when such systems were provided by the large telecommunications switch vendors. It completed in OSS / BSS head-to-head against AT&T, Northern Telecom, and others in providing services that sold and deployed amongst the Regional Bell Operating Companies, including: Bell Atlantic, Southwestern Bell, and Pacific Telesis. It had a hardware joint venture with MIPS Computer Systems who provided the hardware platform upon which it ran. The business was acquired by Computer Sciences Corporation (CSC) in 1992.",[0],[20]
data,Simple Object Database Access,"Simple Object Database Access, also known as S.O.D.A. or SODA, is an API for database queries.",[0],[29]
data,Data Language Interface,"Data Language Interface is the language system used to access IBM's IMS databases, and its data communication system.",[0],[23]
data,Data Center Bridging,"Data center bridging (DCB) is a set of enhancements to the Ethernet local area network communication protocol for use in data center environments, in particular for use with clustering and storage area networks.",[0],[20]
data,DataCAD,"DataCAD is a computer-aided design and drafting (CADD) software for 2D and 3D architectural design and drafting, developed and sold by DATACAD LLC.","[0, 135]","[7, 142]"
data,Java Data Mining,"Java Data Mining (JDM) is a standard Java API for developing data mining applications and tools. JDM defines an object model and Java API for data mining objects and processes. JDM enables applications to integrate data mining technology for developing predictive analytics applications and tools. The JDM 1.0 standard was developed under the Java Community Process as JSR 73. In 2006, the JDM 2.0 specification was being developed under JSR 247, but has been withdrawn in 2011 without standardization.",[0],[16]
data,DNA Databases,"A DNA database or DNA databank is a database of DNA profiles which can be used in the analysis of genetic diseases, genetic fingerprinting for criminology, or genetic genealogy. DNA databases may be public or private, the largest ones being national DNA databases.","[178, 250]","[191, 263]"
data,Microsoft Data Access Components,"Microsoft Data Access Components is a framework of interrelated Microsoft technologies that allows programmers a uniform and comprehensive way of developing applications that can access almost any data store. Its components include: ActiveX Data Objects (ADO), OLE DB, and Open Database Connectivity (ODBC). There have been several deprecated components as well, such as the Microsoft Jet Database Engine, MSDASQL, and Remote Data Services (RDS). Some components have also become obsolete, such as the former Data Access Objects API and Remote Data Objects.",[0],[32]
data,Data Erasure,"
Data erasure is a software-based method of overwriting the data that aims to completely destroy all electronic data residing on a hard disk drive or other digital media by using zeros and ones to overwrite data onto all sectors of the device. By overwriting the data on the storage device, the data is rendered unrecoverable and achieves data sanitization.",[1],[13]
data,Data Encryption Standard,"The Data Encryption Standard is a symmetric-key algorithm for the encryption of digital data. Although its short key length of 56 bits makes it too insecure for applications, it has been highly influential in the advancement of cryptography.",[4],[28]
data,Remote Data Services,"Remote Data Services is an older technology that is part of Microsoft SQL Server, and used in conjunction with ActiveX Data Objects (ADO). RDS allowed the retrieval of a set of data from a database server, which the client then altered in some way and then sent back to the server for further processing. With the popular adoption of Transact-SQL, which extends the SQL programming with constructs such as loops and conditional statements, RDS became less necessary and it was eventually deprecated in Microsoft Data Access Components version 2.7. Microsoft produced SOAP Toolkit 2.0, which allows clients to do this via an open XML-based standard.",[0],[20]
data,Service Data Objects,Service Data Objects is a technology that allows heterogeneous data to be accessed in a uniform way. The SDO specification was originally developed in 2004 as a joint collaboration between Oracle (BEA) and IBM and approved by the Java Community Process in JSR 235. Version 2.0 of the specification was introduced in November 2005 as a key part of the Service Component Architecture.,[0],[20]
data,Data Link Control,"In the OSI networking model, Data Link Control (DLC) is the service provided by the data link layer. Network interface cards have a DLC address that identifies each card; for instance, Ethernet and other types of cards have a 48-bit MAC address built into the cards' firmware when they are manufactured.",[29],[46]
data,Correlation Database,"A correlation database is a database management system (DBMS) that is data-model-independent and designed to efficiently handle unplanned, ad hoc queries in an analytical system environment.",[2],[22]
data,Datakit,"Datakit is a virtual circuit switch which was developed by Sandy Fraser at Bell Labs for both local-area and wide-area networks, and in widespread deployment by the Regional Bell Operating Companies (RBOCs).",[0],[7]
data,Protein Database,"Protein database may refer to:Any protein structure database
Any protein sequence databaseExact names""Protein"" database of the National Institute of Health
Protein Database of Bio-Synthesis, Inc.

","[0, 156]","[16, 172]"
data,Remote Database Access,"Remote database access (RDA) is a protocol standard for database access produced in 1993 by the International Organization for Standardization (ISO). Despite early efforts to develop proof of concept implementations of RDA for major commercial remote database management systems (RDBMSs), this standard has not found commercial support from database vendors. The standard has since been withdrawn, and replaced by ISO/IEC 9579:1999 - Information technology -- Remote Database Access for SQL, which has also been withdrawn, and replaced by ISO/IEC 9579:2000 Information technology -- Remote database access for SQL with security enhancement.","[0, 460, 583]","[22, 482, 605]"
data,Portable Data Terminal,"A portable data terminal, or shortly PDT, is an electronic device that is used to enter or retrieve data via wireless transmission. They have also been called enterprise digital assistants (EDA), data capture mobile devices, batch terminals or just portables.",[2],[24]
data,Data Striping,"In computer data storage, data striping is the technique of segmenting logically sequential data, such as a file, so that consecutive segments are stored on different physical storage devices.",[26],[39]
